Date,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
5/1/07,2.326,0,242.13,9.6,0,0,0
5/1/07,2.336,0,242.62,9.6,0,0,0
5/1/07,2.348,0,243.31,9.6,0,0,0
5/1/07,2.444,0.164,241.58,10.2,0,1,0
5/1/07,2.51,0.278,241.8,10.4,0,1,0
5/1/07,2.498,0.276,241.48,10.4,0,1,0
5/1/07,2.492,0.274,241.21,10.4,0,2,0
5/1/07,2.504,0.278,241.83,10.4,0,1,0
5/1/07,2.498,0.278,241.64,10.4,0,2,0
5/1/07,2.496,0.278,241.63,10.4,0,1,0
5/1/07,2.504,0.28,242.12,10.4,0,2,0
5/1/07,2.496,0.278,241.81,10.4,0,1,0
5/1/07,2.508,0.282,242.43,10.4,0,1,0
5/1/07,2.508,0.284,242.58,10.4,0,2,0
5/1/07,2.506,0.282,242.47,10.4,0,1,0
5/1/07,2.516,0.286,243.09,10.4,0,2,0
5/1/07,2.524,0.29,243.61,10.4,0,1,0
5/1/07,2.532,0.292,244.08,10.4,0,2,0
5/1/07,2.484,0.224,244.02,10.2,0,1,0
5/1/07,2.42,0.148,243.16,9.8,0,1,0
5/1/07,2.408,0.144,242.56,9.8,0,2,0
5/1/07,2.402,0.142,242.28,9.8,0,1,0
5/1/07,2.4,0.142,242.16,9.8,0,1,0
5/1/07,2.436,0.174,242.02,10,0,1,0
5/1/07,2.472,0.248,242.12,10.2,0,2,0
5/1/07,2.47,0.248,241.99,10.2,0,1,0
5/1/07,2.464,0.246,241.68,10.2,0,1,0
5/1/07,2.464,0.246,241.8,10.2,0,1,0
5/1/07,2.458,0.246,241.57,10.2,0,2,0
5/1/07,2.464,0.248,242.02,10.2,0,1,0
5/1/07,2.454,0.244,241.47,10.2,0,1,0
5/1/07,2.392,0.136,241.59,9.8,0,1,0
5/1/07,2.318,0,241.64,9.6,0,0,0
5/1/07,2.33,0,242.29,9.6,0,0,0
5/1/07,2.338,0,242.73,9.6,0,0,0
5/1/07,2.334,0,242.51,9.6,0,0,0
5/1/07,2.33,0,242.35,9.6,0,0,0
5/1/07,2.324,0,242,9.6,0,0,0
5/1/07,2.324,0,241.98,9.6,0,0,0
5/1/07,2.324,0,242.02,9.6,0,0,0
5/1/07,2.318,0,241.73,9.6,0,0,0
5/1/07,2.334,0,242.56,9.6,0,0,0
5/1/07,2.334,0,242.56,9.6,0,0,0
5/1/07,2.428,0.116,242.99,10,0,0,0
5/1/07,2.43,0.154,242.02,10,0,0,0
5/1/07,2.416,0.152,241.44,10,0,0,0
5/1/07,2.428,0.156,242.12,10,0,0,0
5/1/07,2.434,0.158,242.61,10,0,0,0
5/1/07,2.44,0.16,242.93,10,0,0,0
5/1/07,2.428,0.158,242.43,10,0,0,0
5/1/07,2.426,0.156,242.3,10,0,0,0
5/1/07,2.424,0.156,242.28,10,0,0,0
5/1/07,2.426,0.158,242.46,10,0,0,0
5/1/07,2.436,0.16,243.01,10,0,0,0
5/1/07,2.438,0.162,243.17,10,0,0,0
5/1/07,2.428,0.158,242.63,10,0,0,0
5/1/07,2.422,0.158,242.35,10,0,0,0
5/1/07,2.386,0.126,241.34,9.8,0,0,0
5/1/07,2.316,0,241.49,9.6,0,0,0
5/1/07,2.324,0,242,9.6,0,0,0
5/1/07,2.324,0,241.93,9.6,0,0,0
5/1/07,2.326,0,242.14,9.6,0,0,0
5/1/07,2.316,0,241.59,9.6,0,0,0
5/1/07,2.326,0,242.1,9.6,0,0,0
6/1/07,1.37,0.136,239.39,5.6,0,2,18
6/1/07,1.436,0.204,239.02,6,0,1,17
6/1/07,1.442,0.232,238.86,6,0,1,18
6/1/07,1.44,0.23,238.6,6,0,1,17
6/1/07,1.424,0.204,238.7,6,0,1,18
6/1/07,1.368,0.118,239.27,5.6,0,0,17
6/1/07,1.364,0.122,239.2,5.6,0,0,18
6/1/07,1.362,0.12,239.04,5.6,0,0,17
6/1/07,1.36,0.122,239.1,5.6,0,0,18
6/1/07,1.356,0.12,238.74,5.6,0,0,17
6/1/07,1.31,0.046,239.09,5.4,0,0,18
6/1/07,1.296,0,239.56,5.4,0,0,17
6/1/07,1.296,0,239.61,5.4,0,0,18
6/1/07,1.304,0,240.27,5.4,0,0,17
6/1/07,1.302,0,240.24,5.4,0,0,18
6/1/07,1.294,0,239.42,5.4,0,0,18
6/1/07,1.292,0,239.2,5.4,0,0,17
6/1/07,1.296,0,239.54,5.4,0,0,18
6/1/07,1.306,0,240.62,5.4,0,0,17
6/1/07,1.31,0,240.8,5.4,0,0,18
6/1/07,1.318,0,241.38,5.4,0,0,18
6/1/07,1.41,0.118,240.61,5.8,0,0,18
6/1/07,1.42,0.152,240.56,5.8,0,0,17
6/1/07,1.408,0.16,240.47,5.8,0,0,18
6/1/07,1.412,0.162,240.97,5.8,0,0,18
6/1/07,1.406,0.16,240.51,5.8,0,0,18
6/1/07,1.4,0.158,240.08,5.8,0,0,17
6/1/07,1.398,0.156,240.12,5.8,0,0,18
6/1/07,1.39,0.152,239.32,5.8,0,0,17
6/1/07,0.748,0.162,239.95,3.8,0,0,8
6/1/07,0.334,0.168,240.28,1.6,0,0,0
6/1/07,0.334,0.17,240.76,1.6,0,0,0
6/1/07,0.336,0.176,241.53,1.6,0,0,0
6/1/07,0.334,0.172,241.02,1.6,0,0,0
6/1/07,0.334,0.17,240.96,1.6,0,0,0
6/1/07,0.334,0.17,240.7,1.6,0,0,0
6/1/07,0.292,0.112,240.79,1.4,0,0,0
6/1/07,0.24,0,240.18,1,0,0,0
6/1/07,0.242,0,241.08,1,0,0,0
6/1/07,0.242,0,241.26,1,0,0,0
6/1/07,0.242,0,241.17,1,0,0,0
6/1/07,0.304,0.106,242.14,1.6,0,0,0
6/1/07,0.32,0.15,242.46,1.4,0,0,0
6/1/07,0.324,0.156,243.48,1.4,0,0,0
6/1/07,0.322,0.154,243.02,1.4,0,0,0
6/1/07,0.318,0.148,241.96,1.4,0,0,0
6/1/07,0.318,0.146,241.97,1.4,0,0,0
6/1/07,0.314,0.146,241.7,1.4,0,0,0
6/1/07,0.314,0.144,241.51,1.4,0,0,0
6/1/07,0.312,0.14,241.11,1.4,0,0,0
6/1/07,0.254,0.056,241.06,1.2,0,0,0
6/1/07,0.24,0,240.81,1,0,0,0
6/1/07,0.242,0,240.75,1,0,0,0
6/1/07,0.24,0,240.89,1,0,0,0
6/1/07,0.242,0,241.12,1,0,0,0
6/1/07,0.242,0,240.97,1,0,0,0
6/1/07,0.242,0,241.14,1,0,0,0
6/1/07,0.244,0,241.83,1,0,0,0
6/1/07,0.244,0,242.11,1,0,0,0
6/1/07,0.242,0,241.73,1,0,0,0
6/1/07,0.242,0,240.68,1,0,0,0
6/1/07,0.366,0.172,240.93,1.8,0,0,0
6/1/07,0.348,0.172,241.15,1.6,0,0,0
6/1/07,0.346,0.172,241.25,1.6,0,0,0
6/1/07,0.344,0.17,240.93,1.6,0,0,0
6/1/07,0.342,0.174,241.39,1.6,0,0,0
6/1/07,0.342,0.174,241.64,1.6,0,0,0
6/1/07,0.34,0.17,241.01,1.6,0,0,0
6/1/07,0.338,0.17,241.02,1.6,0,0,0
6/1/07,0.338,0.174,241.58,1.6,0,0,0
6/1/07,0.338,0.178,242.16,1.6,0,0,0
6/1/07,0.338,0.178,242.29,1.6,0,0,0
6/1/07,0.338,0.182,242.78,1.6,0,0,0
6/1/07,0.34,0.182,242.92,1.6,0,0,0
6/1/07,0.338,0.18,242.5,1.6,0,0,0
6/1/07,0.336,0.178,242.18,1.6,0,0,0
6/1/07,0.246,0.046,241.6,1,0,0,0
6/1/07,0.242,0,241.38,1,0,0,0
6/1/07,0.244,0,241.92,1,0,0,0
6/1/07,0.244,0,242.05,1,0,0,0
6/1/07,0.244,0,242.14,1,0,0,0
6/1/07,0.29,0.082,241.66,1.4,0,0,0
6/1/07,0.318,0.142,241.21,1.4,0,0,0
6/1/07,0.322,0.152,242.9,1.4,0,0,0
6/1/07,0.324,0.158,243.99,1.4,0,0,0
6/1/07,0.324,0.158,243.92,1.4,0,0,0
6/1/07,0.322,0.158,243.7,1.4,0,0,0
6/1/07,0.32,0.156,243.62,1.4,0,0,0
6/1/07,0.32,0.156,243.76,1.4,0,0,0
6/1/07,0.318,0.158,243.9,1.4,0,0,0
6/1/07,0.26,0.068,243.92,1.2,0,0,0
6/1/07,0.248,0.052,244.21,1,0,0,0
6/1/07,0.25,0.056,244.81,1,0,0,0
6/1/07,0.25,0.056,245.14,1.2,0,0,0
6/1/07,0.25,0.056,245.21,1.2,0,0,0
6/1/07,0.252,0.06,245.96,1.2,0,0,0
6/1/07,0.252,0.062,246.65,1.2,0,0,0
6/1/07,0.252,0.064,246.65,1.2,0,0,0
6/1/07,0.252,0.062,246.41,1.2,0,0,0
6/1/07,0.252,0.06,246.1,1.2,0,0,0
6/1/07,0.25,0.058,245.53,1.2,0,0,0
6/1/07,0.374,0.196,244.89,1.8,0,0,0
6/1/07,0.358,0.194,244.87,1.6,0,0,0
6/1/07,0.354,0.192,244.69,1.6,0,0,0
6/1/07,0.35,0.186,243.66,1.6,0,0,0
6/1/07,0.35,0.19,244.06,1.6,0,0,0
6/1/07,0.35,0.192,244.49,1.6,0,0,0
6/1/07,0.348,0.194,244.7,1.6,0,0,0
6/1/07,0.348,0.192,244.65,1.6,0,0,0
6/1/07,0.348,0.196,245.13,1.6,0,0,0
6/1/07,0.348,0.202,246.1,1.6,0,0,0
6/1/07,0.348,0.206,246.46,1.6,0,0,0
6/1/07,0.35,0.208,247.02,1.6,0,0,0
6/1/07,0.352,0.216,247.98,1.6,0,0,0
6/1/07,0.352,0.216,247.98,1.6,0,0,0
6/1/07,0.35,0.212,247.91,1.6,0,0,0
6/1/07,0.256,0.07,247.91,1.2,0,0,0
6/1/07,0.32,0.146,247.6,1.6,0,0,0
6/1/07,0.34,0.198,247.41,1.6,0,2,0
6/1/07,0.336,0.192,246.69,1.6,0,1,0
6/1/07,0.336,0.194,246.83,1.6,0,2,0
6/1/07,0.34,0.194,247.09,1.6,0,1,0
6/1/07,0.424,0.294,246.87,2.2,0,2,0
6/1/07,0.414,0.302,246.7,2,0,1,0
6/1/07,0.414,0.302,246.61,2,0,2,0
6/1/07,0.412,0.296,245.89,2,0,1,0
6/1/07,0.41,0.294,245.48,2,0,2,0
6/1/07,0.41,0.298,246.03,2,0,1,0
6/1/07,0.41,0.304,246.82,2,0,1,0
6/1/07,0.41,0.31,247.65,2,0,2,0
6/1/07,0.384,0.272,247.81,2,0,1,0
6/1/07,0.336,0.198,247.53,1.6,0,2,0
6/1/07,0.334,0.198,247.36,1.6,0,1,0
6/1/07,0.334,0.196,247.35,1.6,0,1,0
6/1/07,0.332,0.198,247.47,1.6,0,2,0
6/1/07,0.33,0.194,246.88,1.6,0,1,0
6/1/07,0.328,0.19,246.21,1.6,0,1,0
6/1/07,0.326,0.188,245.85,1.6,0,2,0
6/1/07,0.326,0.188,245.98,1.6,0,1,0
6/1/07,0.326,0.186,245.61,1.6,0,1,0
6/1/07,0.36,0.218,246.11,1.8,0,2,0
6/1/07,0.436,0.33,245.83,2.2,0,1,0
6/1/07,0.432,0.33,245.83,2.2,0,1,0
6/1/07,0.428,0.328,245.51,2.2,0,1,0
6/1/07,0.428,0.332,246,2.2,0,2,0
6/1/07,0.406,0.294,245.68,2,0,1,0
6/1/07,0.35,0.196,245.04,1.6,0,0,0
6/1/07,0.348,0.194,244.68,1.6,0,0,0
6/1/07,0.35,0.2,245.66,1.6,0,0,0
6/1/07,0.348,0.202,245.75,1.6,0,0,0
6/1/07,0.348,0.2,245.7,1.6,0,0,0
6/1/07,0.348,0.202,245.86,1.6,0,0,0
6/1/07,0.346,0.2,245.66,1.6,0,0,0
6/1/07,0.346,0.198,245.37,1.6,0,0,0
6/1/07,0.344,0.198,245.38,1.6,0,0,0
6/1/07,0.326,0.172,246.25,1.6,0,0,0
6/1/07,0.256,0.068,247.55,1.2,0,0,0
6/1/07,0.254,0.068,247.28,1.2,0,0,0
6/1/07,0.252,0.064,246.61,1.2,0,0,0
6/1/07,0.25,0.058,245.5,1.2,0,0,0
6/1/07,0.25,0.056,244.98,1.2,0,0,0
6/1/07,0.25,0.056,245.14,1.2,0,0,0
6/1/07,0.25,0.056,245.27,1.2,0,0,0
6/1/07,0.342,0.162,244.98,1.6,0,0,0
6/1/07,0.324,0.164,245.15,1.4,0,0,0
6/1/07,0.328,0.166,245.41,1.6,0,0,0
6/1/07,0.328,0.17,246.13,1.6,0,0,0
6/1/07,0.328,0.17,246.19,1.6,0,0,0
6/1/07,0.324,0.164,245.21,1.4,0,0,0
6/1/07,0.324,0.166,245.67,1.4,0,0,0
6/1/07,0.322,0.168,245.73,1.4,0,0,0
6/1/07,0.286,0.112,246.01,1.4,0,0,0
6/1/07,0.254,0.062,246.48,1.2,0,0,0
6/1/07,0.254,0.064,246.68,1.2,0,0,0
6/1/07,0.254,0.062,246.58,1.2,0,0,0
6/1/07,0.254,0.06,246.34,1.2,0,0,0
6/1/07,0.252,0.06,246.21,1.2,0,0,0
6/1/07,0.252,0.058,245.68,1.2,0,0,0
6/1/07,0.25,0.054,244.76,1.2,0,0,0
6/1/07,0.248,0.052,244.35,1,0,0,0
6/1/07,0.32,0.124,244.23,1.6,0,0,0
6/1/07,0.36,0.194,244.81,1.6,0,0,0
6/1/07,0.356,0.196,245.31,1.6,0,0,0
6/1/07,0.354,0.192,244.59,1.6,0,0,0
6/1/07,0.352,0.194,245.08,1.6,0,0,0
6/1/07,0.352,0.196,245.36,1.6,0,0,0
6/1/07,0.35,0.194,244.89,1.6,0,0,0
6/1/07,0.348,0.192,244.56,1.6,0,0,0
6/1/07,0.344,0.188,243.92,1.6,0,0,0
6/1/07,0.344,0.188,243.82,1.6,0,0,0
6/1/07,0.342,0.184,243.25,1.6,0,0,0
6/1/07,0.34,0.182,242.79,1.6,0,0,0
6/1/07,0.338,0.178,242.28,1.6,0,0,0
6/1/07,0.338,0.18,242.68,1.6,0,0,0
6/1/07,0.34,0.184,243.23,1.6,0,0,0
6/1/07,0.272,0.082,242.31,1.2,0,0,0
6/1/07,0.246,0,242.43,1,0,0,0
6/1/07,0.246,0.046,243,1,0,0,0
6/1/07,0.248,0.05,243.73,1,0,0,0
6/1/07,0.248,0.052,244.3,1,0,0,0
6/1/07,0.25,0.054,244.62,1.2,0,0,0
6/1/07,0.25,0.056,244.82,1.2,0,0,0
6/1/07,0.25,0.058,245.21,1.2,0,0,0
6/1/07,0.25,0.052,244.15,1.2,0,0,0
6/1/07,0.318,0.126,244.02,1.6,0,0,0
6/1/07,0.326,0.162,244.79,1.4,0,0,0
6/1/07,0.326,0.158,244.07,1.4,0,0,0
6/1/07,0.326,0.16,244.42,1.4,0,0,0
6/1/07,0.324,0.16,244.47,1.4,0,0,0
6/1/07,0.324,0.16,244.48,1.4,0,0,0
6/1/07,0.324,0.162,244.65,1.4,0,0,0
6/1/07,0.32,0.158,243.99,1.4,0,0,0
6/1/07,0.304,0.134,243.15,1.4,0,0,0
6/1/07,0.246,0.046,242.76,1,0,0,0
6/1/07,0.246,0.046,242.68,1,0,0,0
6/1/07,0.248,0.05,243.72,1,0,0,0
6/1/07,0.25,0.054,244.59,1.2,0,0,0
6/1/07,0.25,0.052,244.33,1.2,0,0,0
6/1/07,0.25,0.052,244.19,1.2,0,0,0
6/1/07,0.248,0.054,244.24,1.2,0,0,0
6/1/07,0.366,0.184,244.13,1.8,0,0,0
6/1/07,0.358,0.19,244.01,1.6,0,0,0
6/1/07,0.354,0.192,244.21,1.6,0,0,0
6/1/07,0.354,0.19,244.24,1.6,0,0,0
6/1/07,0.354,0.196,244.97,1.6,0,0,0
6/1/07,0.352,0.196,244.91,1.6,0,0,0
6/1/07,0.35,0.196,244.96,1.6,0,0,0
6/1/07,0.348,0.196,245.03,1.6,0,0,0
6/1/07,0.348,0.196,244.92,1.6,0,0,0
6/1/07,0.37,0.194,244.62,1.8,0,0,0
6/1/07,0.364,0.192,244.43,1.8,0,0,0
6/1/07,0.348,0.19,244.07,1.6,0,0,0
6/1/07,0.342,0.188,243.76,1.6,0,0,0
6/1/07,0.34,0.184,243.31,1.6,0,0,0
6/1/07,0.32,0.154,243.43,1.4,0,0,0
6/1/07,0.246,0.046,242.98,1,0,0,0
6/1/07,0.244,0,242.42,1,0,0,0
6/1/07,0.246,0,242.86,1,0,0,0
6/1/07,0.246,0.046,243.13,1,0,0,0
6/1/07,0.248,0.05,243.92,1,0,0,0
6/1/07,0.25,0.056,245.22,1.2,0,0,0
6/1/07,0.252,0.058,245.57,1.2,0,0,0
6/1/07,0.25,0.054,244.93,1.2,0,0,0
6/1/07,0.25,0.054,244.87,1.2,0,0,0
6/1/07,0.25,0.052,244.51,1,0,0,0
6/1/07,0.276,0.066,243.86,1.4,0,0,0
6/1/07,0.324,0.156,243.93,1.4,0,0,0
6/1/07,0.324,0.158,244.26,1.4,0,0,0
6/1/07,0.324,0.156,244.09,1.4,0,0,0
6/1/07,0.324,0.16,244.56,1.4,0,0,0
6/1/07,0.324,0.158,244.19,1.4,0,0,0
6/1/07,0.322,0.158,244.36,1.4,0,0,0
6/1/07,0.32,0.158,244.18,1.4,0,0,0
6/1/07,0.318,0.154,243.68,1.4,0,0,0
6/1/07,0.26,0.068,242.66,1.2,0,0,0
6/1/07,0.244,0,242.31,1,0,0,0
6/1/07,0.244,0,241.64,1,0,0,0
6/1/07,0.244,0,241.74,1,0,0,0
6/1/07,0.244,0,241.71,1,0,0,0
6/1/07,0.37,0.178,242.38,2,0,0,0
6/1/07,0.438,0.304,242.34,2.2,0,1,0
6/1/07,0.434,0.308,242.89,2.2,0,2,0
6/1/07,0.43,0.306,242.52,2.2,0,1,0
6/1/07,0.43,0.302,242.22,2.2,0,1,0
6/1/07,0.428,0.298,241.67,2.2,0,2,0
6/1/07,0.426,0.3,241.81,2.2,0,1,0
6/1/07,0.426,0.304,242.29,2.2,0,2,0
6/1/07,0.426,0.306,242.69,2.2,0,1,0
6/1/07,0.424,0.306,242.7,2.2,0,2,0
6/1/07,0.424,0.308,242.82,2.2,0,1,0
6/1/07,0.422,0.306,242.79,2.2,0,1,0
6/1/07,0.42,0.302,242.3,2.2,0,2,0
6/1/07,0.418,0.302,242.24,2.2,0,1,0
6/1/07,0.418,0.304,242.43,2.2,0,2,0
6/1/07,0.378,0.246,242.44,1.8,0,1,0
6/1/07,0.322,0.168,242.72,1.6,0,1,0
6/1/07,0.32,0.164,242.19,1.4,0,2,0
6/1/07,0.32,0.162,241.77,1.4,0,1,0
6/1/07,0.32,0.162,241.86,1.4,0,1,0
6/1/07,0.318,0.164,242.04,1.4,0,2,0
6/1/07,0.32,0.17,243.07,1.4,0,1,0
6/1/07,0.32,0.172,243.4,1.4,0,1,0
6/1/07,0.32,0.172,243.33,1.4,0,1,0
6/1/07,0.32,0.174,243.64,1.4,0,2,0
6/1/07,0.32,0.174,243.77,1.6,0,1,0
6/1/07,0.32,0.174,243.74,1.4,0,1,0
6/1/07,0.318,0.172,243.53,1.4,0,1,0
6/1/07,0.346,0.178,243.17,1.8,0,1,0
6/1/07,0.322,0.152,242.92,1.4,0,0,0
6/1/07,0.32,0.148,242.42,1.4,0,0,0
6/1/07,0.324,0.156,243.69,1.4,0,0,0
6/1/07,0.322,0.152,243.01,1.4,0,0,0
6/1/07,0.32,0.152,243.06,1.4,0,0,0
6/1/07,0.32,0.154,243.55,1.4,0,0,0
6/1/07,0.318,0.154,243.27,1.4,0,0,0
6/1/07,0.29,0.112,242.97,1.4,0,0,0
6/1/07,0.246,0.048,243.16,1,0,0,0
6/1/07,0.246,0.046,242.93,1,0,0,0
6/1/07,0.246,0,242.75,1,0,0,0
6/1/07,0.282,0.076,242.9,1.4,0,0,0
6/1/07,0.356,0.178,242.37,1.6,0,0,0
6/1/07,0.352,0.18,242.44,1.6,0,0,0
6/1/07,0.35,0.184,243.23,1.6,0,0,0
6/1/07,0.348,0.182,242.89,1.6,0,0,0
6/1/07,0.348,0.186,243.43,1.6,0,0,0
6/1/07,0.348,0.186,243.51,1.6,0,0,0
6/1/07,0.346,0.186,243.44,1.6,0,0,0
6/1/07,0.346,0.188,243.72,1.6,0,0,0
6/1/07,0.344,0.188,243.87,1.6,0,0,0
6/1/07,0.344,0.188,243.76,1.6,0,0,0
6/1/07,0.342,0.188,243.79,1.6,0,0,0
6/1/07,0.342,0.186,243.51,1.6,0,0,0
6/1/07,0.34,0.184,243.33,1.6,0,0,0
6/1/07,0.342,0.19,244.13,1.6,0,0,0
6/1/07,0.318,0.156,244.49,1.4,0,0,0
6/1/07,0.248,0.054,244.61,1,0,0,0
6/1/07,0.248,0.052,244.27,1,0,0,0
6/1/07,0.248,0.05,243.93,1,0,0,0
6/1/07,0.248,0.05,244.05,1,0,0,0
6/1/07,0.25,0.052,244.32,1,0,0,0
6/1/07,0.248,0.05,243.85,1,0,0,0
6/1/07,0.25,0.048,243.62,1.2,0,0,0
6/1/07,0.254,0.05,243.77,1.2,0,0,0
6/1/07,0.252,0.048,243.1,1.2,0,0,0
6/1/07,0.254,0.05,243.84,1.2,0,0,0
6/1/07,0.254,0.05,243.95,1.2,0,0,0
6/1/07,0.254,0.048,243.39,1.2,0,0,0
6/1/07,0.252,0.048,243.25,1.2,0,0,0
6/1/07,0.252,0.046,242.96,1.2,0,0,0
6/1/07,0.334,0.138,241.81,1.6,0,0,0
6/1/07,0.324,0.148,242.14,1.4,0,0,0
6/1/07,0.326,0.148,242.15,1.4,0,0,0
6/1/07,0.326,0.15,242.57,1.4,0,0,0
6/1/07,0.328,0.154,243.43,1.4,0,0,0
6/1/07,0.328,0.158,244.23,1.4,0,0,0
6/1/07,0.324,0.156,243.91,1.4,0,0,0
6/1/07,0.324,0.158,243.97,1.4,0,0,0
6/1/07,0.276,0.088,244.08,1.2,0,0,0
6/1/07,0.252,0.052,244.38,1.2,0,0,0
6/1/07,0.252,0.05,243.73,1.2,0,0,0
6/1/07,0.344,0.148,243.26,1.6,0,0,0
6/1/07,0.36,0.182,242.94,1.6,0,0,0
6/1/07,0.356,0.182,242.89,1.6,0,0,0
6/1/07,0.354,0.186,243.44,1.6,0,0,0
6/1/07,0.35,0.182,242.64,1.6,0,0,0
6/1/07,0.346,0.176,241.68,1.6,0,0,0
6/1/07,0.344,0.172,241.35,1.6,0,0,0
6/1/07,0.342,0.166,240.52,1.6,0,0,0
6/1/07,0.34,0.166,240.44,1.6,0,0,0
6/1/07,0.342,0.172,241.32,1.6,0,0,0
6/1/07,0.342,0.18,242.39,1.6,0,0,0
6/1/07,0.344,0.184,243.29,1.6,0,0,0
6/1/07,0.344,0.188,243.75,1.6,0,0,0
16/5/2007,0.222,0,236.41,1,0,0,0
16/5/2007,0.222,0,235.98,1,0,0,0
16/5/2007,0.222,0,235.93,1,0,0,0
16/5/2007,0.222,0,235.97,1,0,0,0
16/5/2007,0.222,0,236.04,1,0,0,0
16/5/2007,0.222,0,236.15,1,0,0,0
16/5/2007,0.222,0,236.01,1,0,0,0
16/5/2007,0.316,0,235.19,1.4,0,0,0
16/5/2007,0.324,0,236.04,1.4,0,0,0
16/5/2007,1.07,0,235.77,5,0,0,10
16/5/2007,1.386,0,235.44,5.8,0,0,18
16/5/2007,1.37,0,234.99,5.8,0,0,17
16/5/2007,1.266,0,235.69,5.2,0,0,18
16/5/2007,1.256,0,235.51,5.2,0,0,17
16/5/2007,1.256,0,235.82,5.2,0,0,17
16/5/2007,1.252,0,235.54,5.2,0,0,17
16/5/2007,1.252,0,235.83,5.2,0,0,17
16/5/2007,1.244,0,235.01,5.2,0,0,17
16/5/2007,1.24,0,234.76,5.2,0,0,17
16/5/2007,1.256,0,235.9,5.2,0,0,17
16/5/2007,1.312,0,235.17,5.6,0,0,17
16/5/2007,1.316,0.054,234.95,5.6,0,0,17
16/5/2007,1.314,0.054,234.68,5.6,0,0,17
16/5/2007,1.406,0.144,235.23,6,0,0,17
16/5/2007,1.422,0.178,234.84,6,0,0,17
16/5/2007,1.426,0.182,235.77,6,0,0,17
16/5/2007,1.428,0.184,236.11,6,0,0,17
16/5/2007,1.426,0.186,236.33,6,0,0,17
16/5/2007,1.42,0.184,235.98,6,0,0,17
16/5/2007,1.424,0.186,236.54,6,0,0,17
16/5/2007,1.418,0.184,236,6,0,0,17
16/5/2007,1.42,0.186,235.38,6,0,0,17
16/5/2007,1.494,0.296,234.67,6.4,0,1,17
16/5/2007,1.45,0.232,235.67,6.2,0,1,17
16/5/2007,1.426,0.2,235.51,6,0,1,17
16/5/2007,1.426,0.2,235.48,6,0,2,17
16/5/2007,1.426,0.202,235.63,6,0,1,17
16/5/2007,1.428,0.202,235.91,6,0,2,17
16/5/2007,1.418,0.198,235.04,6,0,1,17
16/5/2007,1.414,0.196,234.67,6,0,2,17
16/5/2007,1.414,0.198,234.85,6,0,1,17
16/5/2007,1.41,0.196,234.69,6,0,1,17
16/5/2007,1.384,0.152,235.39,5.8,0,2,17
16/5/2007,1.328,0.074,235.52,5.6,0,1,17
16/5/2007,1.334,0.076,236.12,5.6,0,2,17
16/5/2007,1.336,0.078,236.63,5.6,0,1,17
16/5/2007,1.334,0.076,236.44,5.6,0,1,17
16/5/2007,1.322,0.074,235.48,5.6,0,2,17
16/5/2007,1.316,0.072,234.96,5.6,0,1,17
3/6/07,1.672,0.212,234.66,7.2,1,3,17
3/6/07,1.78,0.228,234.64,7.6,1,4,17
3/6/07,1.768,0.21,234.79,7.6,2,3,17
3/6/07,1.774,0.224,234.28,7.6,1,4,17
3/6/07,1.762,0.208,234.28,7.4,1,3,16
3/6/07,2.564,0.114,232.78,11.8,14,3,17
3/6/07,2.796,0.072,232.66,12,37,3,3
3/6/07,2.542,0.046,232.97,10.8,36,2,0
3/6/07,2.47,0,233.29,10.6,37,0,0
3/6/07,2.48,0,232.95,10.6,36,0,0
3/6/07,2.464,0,233.05,10.4,36,0,0
3/6/07,2.472,0,232.71,10.6,36,0,0
3/6/07,2.442,0,232.01,10.4,36,0,0
3/6/07,2.454,0,233.32,10.4,37,1,0
3/6/07,1.284,0.054,234.49,7,20,0,0
3/6/07,0.54,0,235.31,3.6,3,0,0
3/6/07,2.11,0.062,233.83,9.4,33,0,0
3/6/07,0.312,0,236.46,1.4,1,0,0
3/6/07,0.306,0,236.71,1.2,1,0,0
3/6/07,0.296,0,236.61,1.2,2,1,0
3/6/07,0.308,0,236.49,1.4,1,0,0
3/6/07,0.606,0.046,235.36,4,4,0,0
3/6/07,2.424,0.062,233.74,10.2,37,0,0
3/6/07,2.434,0.064,235.12,10.2,37,0,0
3/6/07,2.438,0.06,234.59,10.4,36,1,0
3/6/07,2.408,0.064,233.92,10.2,37,0,0
3/6/07,1.034,0.046,235.4,6,15,0,0
3/6/07,0.294,0,237.23,1.2,1,0,0
3/6/07,0.31,0,237.4,1.4,1,0,0
3/6/07,0.296,0,238.53,1.2,2,0,0
3/6/07,0.312,0,238.38,1.4,1,1,0
3/6/07,0.296,0,238.54,1.2,1,0,0
3/6/07,0.314,0,238.28,1.4,1,0,0
3/6/07,0.294,0,238.14,1.2,1,0,0
3/6/07,0.312,0,237.72,1.4,2,0,0
3/6/07,0.294,0,237.71,1.2,1,0,0
3/6/07,0.39,0,237.57,1.8,1,1,0
3/6/07,0.592,0.08,237.2,2.4,1,0,0
3/6/07,0.584,0.078,236.07,2.4,1,0,0
3/6/07,0.582,0.08,236.55,2.4,2,0,0
3/6/07,0.462,0.082,236.51,2,1,0,0
3/6/07,0.402,0.082,236.15,1.6,1,0,0
3/6/07,0.392,0.082,235.96,1.6,1,0,0
3/6/07,0.39,0.078,235.02,1.6,1,0,0
3/6/07,0.39,0.08,235.64,1.6,2,0,0
